, 1.077, -0.02, 0.06, 1.02
, 1.087, -0.02, 0.05, 1.02
, 1.097, -0.02, 0.05, 1.01
, 1.107, -0.02, 0.05, 1.00
, 1.117, -0.02, 0.06, 1.04
, 1.127, -0.03, 0.05, 1.02
, 1.136, -0.03, 0.05, 1.02
, 1.146, -0.03, 0.06, 1.01
, 1.156, -0.03, 0.06, 1.02
, 1.167, -0.03, 0.05, 1.02
, 1.176, -0.02, 0.06, 1.02
, 1.187, -0.04, 0.06, 1.04
, 1.197, -0.04, 0.06, 1.02
, 1.206, -0.04, 0.06, 1.02
, 1.216, -0.04, 0.06, 1.03
, 1.227, -0.04, 0.05, 1.05
, 1.237, -0.03, 0.05, 1.02
, 1.247, -0.03, 0.05, 1.02
, 1.257, -0.03, 0.05, 1.02
, 1.267, -0.04, 0.05, 1.02
, 1.277, -0.02, 0.05, 1.02
, 1.287, -0.02, 0.05, 1.01
, 1.297, -0.03, 0.06, 1.01
, 1.306, -0.02, 0.05, 1.01
, 1.317, -0.02, 0.06, 1.02
, 1.327, -0.03, 0.05, 1.02
, 1.336, -0.03, 0.05, 1.02
, 1.347, -0.04, 0.06, 1.02
, 1.356, -0.03, 0.06, 1.03
, 1.367, -0.04, 0.06, 1.04
, 1.377, -0.03, 0.06, 1.03
, 1.387, -0.02, 0.06, 1.02
, 1.397, -0.04, 0.06, 1.02
, 1.407, -0.03, 0.04, 1.02
, 1.417, -0.03, 0.06, 1.01
, 1.427, -0.04, 0.05, 1.00
, 1.437, -0.04, 0.06, 1.00
, 1.447, -0.03, 0.05, 1.00
, 1.457, -0.03, 0.06, 1.01
, 1.467, -0.05, 0.06, 1.02
, 1.477, -0.02, 0.08, 1.01
, 1.487, -0.02, 0.06, 1.00
, 1.497, -0.02, 0.04, 1.01
, 1.507, -0.02, 0.06, 1.04
, 1.516, -0.02, 0.06, 1.02
, 1.527, -0.01, 0.06, 1.03
, 1.536, -0.02, 0.05, 1.05
, 1.547, -0.02, 0.06, 1.05
, 1.557, -0.02, 0.05, 1.03
, 1.567, -0.02, 0.06, 1.02
, 1.577, -0.03, 0.06, 1.01
, 1.587, -0.02, 0.06, 1.04
, 1.597, -0.02, 0.08, 1.01
, 1.607, -0.02, 0.06, 1.01
, 1.617, -0.03, 0.06, 1.02
, 1.627, -0.03, 0.06, 1.02
, 1.637, -0.03, 0.07, 1.03
, 1.647, -0.03, 0.07, 1.01
, 1.657, -0.05, 0.07, 1.00
, 1.667, -0.06, 0.06, 1.00
, 1.677, -0.03, 0.08, 0.98
, 1.686, -0.04, 0.06, 1.00
, 1.697, -0.02, 0.06, 1.00
, 1.707, -0.02, 0.07, 1.04
, 1.716, -0.02, 0.05, 1.05
, 1.727, -0.02, 0.04, 1.02
, 1.736, -0.02, 0.03, 1.04
, 1.747, -0.02, 0.01, 1.03
, 1.757, -0.01, 0.02, 1.02
, 1.767, -0.02, 0.03, 1.03
, 1.776, -0.03, 0.02, 1.02
, 1.787, -0.02, 0.04, 1.02
, 1.797, -0.03, 0.05, 1.03
, 1.807, -0.04, 0.05, 1.04
, 1.817, -0.03, 0.04, 1.03
, 1.827, -0.03, 0.04, 1.02
, 1.836, -0.03, 0.06, 1.01
, 1.847, -0.04, 0.05, 1.00
, 1.857, -0.04, 0.04, 1.03
, 1.867, -0.02, 0.04, 1.02
, 1.877, -0.02, 0.04, 1.04
, 1.887, -0.02, 0.05, 1.03
, 1.897, -0.02, 0.05, 1.04
, 1.907, -0.02, 0.02, 1.04
, 1.917, -0.02, 0.04, 1.04
, 1.927, -0.02, 0.05, 1.02
, 1.937, -0.02, 0.04, 1.02
, 1.947, -0.01, 0.04, 1.03
, 1.956, -0.02, 0.04, 1.03
, 1.966, -0.02, 0.03, 1.02
, 1.976, -0.02, 0.04, 1.02
, 1.987, -0.02, 0.04, 1.02
, 1.997, -0.02, 0.04, 1.00
, 2.007, -0.02, 0.03, 1.02
, 2.016, -0.02, 0.03, 1.02
, 2.027, -0.03, 0.04, 1.00
, 2.037, -0.01, 0.02, 1.03
, 2.047, -0.02, 0.03, 1.00
, 2.057, -0.02, 0.02, 1.01
, 2.067, -0.00, 0.02, 1.04
, 2.077, -0.01, 0.04, 1.00
, 2.087, -0.01, 0.04, 1.03
, 2.097, -0.01, 0.04, 1.02
, 2.107, -0.03, 0.04, 1.03
, 2.117, -0.01, 0.04, 1.02
, 2.127, -0.02, 0.04, 1.02
, 2.137, -0.02, 0.04, 1.04
, 2.147, -0.02, 0.03, 1.03
, 2.156, -0.02, 0.05, 1.03
, 2.167, -0.02, 0.02, 1.03
, 2.177, -0.02, 0.03, 1.01
, 2.187, -0.02, 0.04, 1.03
, 2.197, -0.02, 0.02, 1.04
, 2.207, -0.02, 0.04, 1.02
, 2.217, -0.02, 0.02, 1.02
, 2.227, -0.02, 0.02, 1.04
, 2.236, -0.02, 0.01, 1.02
, 2.247, -0.02, 0.02, 1.03
, 2.257, -0.02, 0.03, 1.03
, 2.267, -0.02, 0.03, 1.03
, 2.276, -0.01, 0.03, 1.02
, 2.286, -0.01, 0.03, 1.02
, 2.297, -0.01, 0.05, 1.02
, 2.307, -0.01, 0.03, 1.02
, 2.316, -0.01, 0.02, 1.02
, 2.327, -0.01, 0.02, 1.02
, 2.336, -0.01, 0.03, 1.03
, 2.347, -0.01, 0.03, 1.03
, 2.357, -0.02, 0.02, 1.01
, 2.367, -0.01, 0.02, 1.01
, 2.377, -0.01, 0.02, 1.02
, 2.387, -0.01, 0.01, 1.02
, 2.397, -0.01, 0.02, 1.02
, 2.407, -0.00, 0.03, 1.01
, 2.417, -0.01, 0.03, 1.02
, 2.427, 0.00, 0.02, 1.02
, 2.437, -0.00, 0.02, 1.03
, 2.447, 0.00, 0.02, 1.02
, 2.457, -0.00, 0.02, 1.04
, 2.467, -0.00, 0.02, 1.02
, 2.477, -0.00, 0.02, 1.03
, 2.487, -0.01, 0.02, 1.05
, 2.497, -0.00, 0.02, 1.03
, 2.507, -0.01, 0.02, 1.02
, 2.517, -0.00, 0.01, 1.00
, 2.527, -0.01, 0.02, 1.04
, 2.537, -0.01, 0.03, 1.02
, 2.547, -0.01, 0.03, 1.02
, 2.556, -0.02, 0.03, 1.02
, 2.566, -0.00, 0.01, 0.99
, 2.577, -0.01, 0.02, 1.02
, 2.587, 0.00, 0.03, 1.01
, 2.597, -0.00, 0.02, 1.00
, 2.607, 0.00, 0.02, 1.03
, 2.617, -0.00, 0.03, 1.03
, 2.627, -0.01, 0.02, 1.04
, 2.636, -0.01, 0.02, 1.00
, 2.647, -0.00, 0.02, 1.03
, 2.656, 0.00, 0.02, 1.05
, 2.667, 0.00, 0.03, 1.03
, 2.676, -0.00, 0.03, 1.03
, 2.687, -0.01, 0.03, 1.02
, 2.697, -0.00, 0.03, 1.01
, 2.707, -0.01, 0.03, 1.02
, 2.716, -0.02, 0.03, 1.01
, 2.727, -0.01, 0.02, 1.01
, 2.736, -0.01, 0.02, 1.02
, 2.747, -0.00, 0.02, 1.02
, 2.756, 0.00, 0.02, 1.02
, 2.766, -0.01, 0.03, 1.01
, 2.776, 0.00, 0.03, 1.00
, 2.787, 0.00, 0.02, 1.01
, 2.797, 0.00, 0.02, 1.02
, 2.807, 0.00, 0.02, 1.02
, 2.816, -0.01, 0.02, 1.03
, 2.827, -0.00, 0.03, 1.04
, 2.837, -0.01, 0.02, 1.04
, 2.847, -0.01, 0.03, 1.03
, 2.857, -0.01, 0.02, 1.03
, 2.867, -0.01, 0.03, 1.03
, 2.876, -0.01, 0.02, 1.03
, 2.887, -0.01, 0.03, 1.02
, 2.897, -0.00, 0.02, 1.01
, 2.907, 0.00, 0.02, 1.01
, 2.917, -0.00, 0.03, 1.02
, 2.927, 0.00, 0.02, 1.01
, 2.937, 0.00, 0.02, 1.02
, 2.947, 0.00, 0.03, 1.04
, 2.957, 0.00, 0.03, 1.02
, 2.967, 0.00, 0.02, 1.01
, 2.977, 0.00, 0.03, 1.04
, 2.987, -0.00, 0.02, 1.01
, 2.997, -0.00, 0.02, 1.03
, 3.007, 0.00, 0.03, 1.05
, 3.017, 0.00, 0.04, 1.03
, 3.027, 0.00, 0.04, 1.04
, 3.037, -0.00, 0.03, 1.00
, 3.047, 0.01, 0.03, 1.02
, 3.057, 0.00, 0.04, 1.01
, 3.067, 0.00, 0.03, 1.02
, 3.077, 0.00, 0.04, 1.03
, 3.087, 0.00, 0.02, 1.02
, 3.097, 0.00, 0.03, 1.01
, 3.107, 0.00, 0.04, 1.00
, 3.117, 0.01, 0.03, 1.01
, 3.127, 0.00, 0.04, 1.02
, 3.137, 0.00, 0.03, 1.04
, 3.147, 0.01, 0.04, 1.01
, 3.157, -0.00, 0.02, 1.02
, 3.167, -0.00, 0.03, 1.02
, 3.177, 0.00, 0.03, 1.02
, 3.187, -0.00, 0.03, 1.01
, 3.197, -0.01, 0.04, 1.02
, 3.207, 0.00, 0.04, 1.02
, 3.217, -0.00, 0.05, 1.04
, 3.227, 0.00, 0.03, 1.03
, 3.237, 0.02, 0.03, 1.05
, 3.247, 0.01, 0.04, 1.04
, 3.257, 0.00, 0.04, 1.03
, 3.267, 0.00, 0.04, 1.04
, 3.277, 0.00, 0.05, 1.03
, 3.287, 0.00, 0.05, 1.04
, 3.297, 0.00, 0.04, 1.06
, 3.307, 0.00, 0.04, 1.04
, 3.317, -0.00, 0.04, 1.05
, 3.327, -0.00, 0.04, 1.03
, 3.337, -0.00, 0.05, 1.03
, 3.347, -0.01, 0.05, 1.04
, 3.357, 0.00, 0.06, 1.03
, 3.367, 0.00, 0.05, 1.04
, 3.377, -0.01, 0.06, 1.04
, 3.387, 0.01, 0.05, 1.04
, 3.397, 0.01, 0.07, 1.03
, 3.407, 0.01, 0.07, 1.02
, 3.417, 0.01, 0.07, 1.04
, 3.427, 0.02, 0.08, 1.02
, 3.437, 0.01, 0.08, 1.04
, 3.447, 0.01, 0.07, 1.02
, 3.457, 0.02, 0.08, 1.04
, 3.467, 0.03, 0.07, 1.03
, 3.476, 0.02, 0.07, 1.05
, 3.487, 0.02, 0.08, 1.05
, 3.497, 0.02, 0.08, 1.06
, 3.507, 0.02, 0.08, 1.04
, 3.517, 0.02, 0.09, 1.05
, 3.526, 0.02, 0.09, 1.05
, 3.537, 0.02, 0.09, 1.04
, 3.547, 0.02, 0.09, 1.05
, 3.557, 0.02, 0.10, 1.03
, 3.567, 0.03, 0.10, 1.07
, 3.577, 0.03, 0.11, 1.06
, 3.587, 0.03, 0.10, 1.06
, 3.597, 0.03, 0.12, 1.04
, 3.607, 0.02, 0.12, 1.04
, 3.617, 0.01, 0.12, 1.02
, 3.627, 0.02, 0.13, 1.01
, 3.637, 0.02, 0.13, 1.01
, 3.647, 0.01, 0.13, 0.98
, 3.657, 0.01, 0.15, 1.01
, 3.667, 0.00, 0.15, 1.00
, 3.677, -0.00, 0.16, 0.98
, 3.687, -0.00, 0.18, 1.00
, 3.697, -0.01, 0.18, 1.01
, 3.707, -0.01, 0.19, 1.00
, 3.717, -0.01, 0.20, 1.00
, 3.727, -0.01, 0.19, 1.01
, 3.737, 0.00, 0.20, 1.02
, 3.747, -0.01, 0.22, 1.01
, 3.757, 0.00, 0.22, 1.00
, 3.767, 0.00, 0.23, 1.01
, 3.776, 0.00, 0.22, 0.98
, 3.787, 0.00, 0.24, 1.00
, 3.797, -0.00, 0.25, 1.00
, 3.807, -0.01, 0.24, 0.99
, 3.817, -0.01, 0.24, 1.01
, 3.827, -0.02, 0.26, 0.98
, 3.836, -0.02, 0.27, 0.99
, 3.847, -0.01, 0.27, 0.98
, 3.857, -0.02, 0.28, 1.00
, 3.867, -0.01, 0.29, 0.98
, 3.876, -0.02, 0.27, 0.99
, 3.887, -0.02, 0.27, 0.98
, 3.896, -0.02, 0.27, 0.98
, 3.906, -0.02, 0.28, 0.95
, 3.917, -0.02, 0.28, 0.98
, 3.926, -0.03, 0.27, 0.97
, 3.936, -0.02, 0.28, 0.96
, 3.947, -0.02, 0.28, 0.93
, 3.956, -0.04, 0.30, 0.92
, 3.967, -0.02, 0.31, 0.92
, 3.976, -0.02, 0.33, 0.91
, 3.986, -0.02, 0.32, 0.88
, 3.996, -0.01, 0.33, 0.89
, 4.007, -0.02, 0.33, 0.86
, 4.016, -0.01, 0.34, 0.86
, 4.027, -0.01, 0.34, 0.86
, 4.037, -0.02, 0.35, 0.88
, 4.047, -0.01, 0.37, 0.86
, 4.056, -0.01, 0.37, 0.86
, 4.067, -0.02, 0.36, 0.86
, 4.076, -0.02, 0.38, 0.88
, 4.087, -0.04, 0.38, 0.91
, 4.097, -0.04, 0.41, 0.94
, 4.107, -0.04, 0.42, 0.96
, 4.117, -0.03, 0.43, 0.96
, 4.126, -0.03, 0.45, 1.00
, 4.136, -0.03, 0.45, 0.98
, 4.146, -0.04, 0.44, 0.99
, 4.156, -0.04, 0.46, 1.00
, 4.166, -0.04, 0.45, 1.01
, 4.177, -0.06, 0.46, 1.00
, 4.187, -0.07, 0.43, 0.99
, 4.197, -0.09, 0.42, 0.98
, 4.207, -0.11, 0.42, 0.97
, 4.217, -0.14, 0.41, 0.96
, 4.227, -0.10, 0.39, 0.96
, 4.237, -0.18, 0.44, 0.95
, 4.247, -0.15, 0.43, 0.91
, 4.257, -0.08, 0.44, 0.86
, 4.267, -0.09, 0.43, 0.83
, 4.277, -0.11, 0.47, 0.86
, 4.287, -0.12, 0.46, 0.87
, 4.297, -0.16, 0.47, 0.87
, 4.307, -0.15, 0.44, 0.87
, 4.317, -0.14, 0.42, 0.87
, 4.327, -0.13, 0.42, 0.89
, 4.337, -0.13, 0.43, 0.92
, 4.347, -0.18, 0.44, 0.92
, 4.357, -0.21, 0.42, 0.90
, 4.367, -0.20, 0.44, 0.86
, 4.376, -0.10, 0.41, 0.88
, 4.387, -0.06, 0.42, 0.92
, 4.397, -0.30, 0.52, 0.89
, 4.407, -0.39, 0.52, 0.81
, 4.417, -0.32, 0.52, 0.83
, 4.427, -0.32, 0.52, 0.83
, 4.437, -0.26, 0.52, 0.85
, 4.447, -0.24, 0.53, 0.85
, 4.457, -0.25, 0.52, 0.83
, 4.467, -0.30, 0.51, 0.83
, 4.477, -0.22, 0.45, 0.83
, 4.487, -0.25, 0.46, 0.80
, 4.497, -0.45, 0.59, 0.85
, 4.507, -0.58, 0.62, 0.90
, 4.517, -0.46, 0.53, 0.86
, 4.527, -0.39, 0.55, 0.81
, 4.537, -0.37, 0.58, 0.80
, 4.547, -0.36, 0.56, 0.83
, 4.556, -0.43, 0.54, 0.85
, 4.567, -0.45, 0.52, 0.84
, 4.576, -0.47, 0.51, 0.82
, 4.587, -0.50, 0.51, 0.79
, 4.597, -0.49, 0.46, 0.75
, 4.606, -0.44, 0.42, 0.67
, 4.616, -0.56, 0.46, 0.72
, 4.626, -0.65, 0.49, 0.72
, 4.637, -0.58, 0.45, 0.69
, 4.647, -0.54, 0.50, 0.65
, 4.656, -0.56, 0.49, 0.65
, 4.667, -0.63, 0.49, 0.64
, 4.677, -0.66, 0.45, 0.58
, 4.687, -0.68, 0.42, 0.56
, 4.696, -0.74, 0.44, 0.59
, 4.707, -0.72, 0.40, 0.58
, 4.717, -0.74, 0.40, 0.52
, 4.727, -0.78, 0.40, 0.54
, 4.736, -0.77, 0.40, 0.52
, 4.747, -0.79, 0.38, 0.52
, 4.756, -0.80, 0.34, 0.48
, 4.767, -0.86, 0.33, 0.46
, 4.777, -0.95, 0.33, 0.44
, 4.787, -0.90, 0.32, 0.44
, 4.797, -0.87, 0.34, 0.42
, 4.807, -0.86, 0.30, 0.40
, 4.817, -0.88, 0.29, 0.38
, 4.827, -0.89, 0.26, 0.35
, 4.837, -0.95, 0.24, 0.35
, 4.847, -1.00, 0.22, 0.36
, 4.857, -0.92, 0.22, 0.30
, 4.867, -0.91, 0.23, 0.34
, 4.877, -0.96, 0.20, 0.37
, 4.887, -1.00, 0.17, 0.37
, 4.897, -1.00, 0.12, 0.36
, 4.907, -0.98, 0.09, 0.34
, 4.917, -0.99, 0.11, 0.33
, 4.927, -0.98, 0.08, 0.31
, 4.937, -0.96, 0.09, 0.30
, 4.947, -0.96, 0.06, 0.28
, 4.957, -0.97, 0.07, 0.27
, 4.966, -1.01, 0.04, 0.27
, 4.977, -1.01, 0.04, 0.24
, 4.987, -0.96, 0.03, 0.24
, 4.996, -0.92, 0.04, 0.23
, 5.007, -0.93, 0.03, 0.24
, 5.017, -0.98, 0.00, 0.24
, 5.027, -0.99, -0.03, 0.24
, 5.037, -0.99, -0.06, 0.23
, 5.047, -0.98, -0.06, 0.21
, 5.056, -0.98, -0.08, 0.24
, 5.067, -0.99, -0.09, 0.21
, 5.077, -1.00, -0.11, 0.23
, 5.087, -0.99, -0.12, 0.22
, 5.097, -1.00, -0.15, 0.20
, 5.107, -1.00, -0.15, 0.20
, 5.117, -1.03, -0.17, 0.22
, 5.127, -0.99, -0.20, 0.20
, 5.137, -0.98, -0.20, 0.19
, 5.147, -1.00, -0.23, 0.24
, 5.157, -1.00, -0.26, 0.15
, 5.167, -0.96, -0.20, 0.18
, 5.177, -0.97, -0.20, 0.19
, 5.187, -1.00, -0.21, 0.16
, 5.197, -0.97, -0.22, 0.14
, 5.207, -0.97, -0.22, 0.16
, 5.216, -0.97, -0.23, 0.16
, 5.227, -0.98, -0.25, 0.16
, 5.237, -0.96, -0.28, 0.16
, 5.246, -0.98, -0.30, 0.15
, 5.256, -0.97, -0.32, 0.15
, 5.266, -0.97, -0.34, 0.16
, 5.276, -0.99, -0.33, 0.17
, 5.286, -0.94, -0.36, 0.15
, 5.296, -0.94, -0.33, 0.13
, 5.307, -0.95, -0.32, 0.17
, 5.316, -0.95, -0.33, 0.16
, 5.327, -0.96, -0.34, 0.17
, 5.336, -0.94, -0.34, 0.17
, 5.347, -0.94, -0.35, 0.22
, 5.357, -0.92, -0.36, 0.18
, 5.366, -0.93, -0.39, 0.20
, 5.376, -0.94, -0.40, 0.19
, 5.386, -0.91, -0.42, 0.20
, 5.396, -0.91, -0.43, 0.22
, 5.406, -0.89, -0.43, 0.22
, 5.416, -0.88, -0.43, 0.23
, 5.427, -0.89, -0.43, 0.23
, 5.436, -0.89, -0.43, 0.26
, 5.447, -0.89, -0.41, 0.26
, 5.456, -0.91, -0.41, 0.24
, 5.467, -0.90, -0.40, 0.25
, 5.477, -0.90, -0.41, 0.27
, 5.486, -0.91, -0.42, 0.27
, 5.497, -0.91, -0.43, 0.27
, 5.506, -0.92, -0.44, 0.24
, 5.516, -0.92, -0.46, 0.23
, 5.526, -0.92, -0.46, 0.22
, 5.537, -0.90, -0.47, 0.24
, 5.547, -0.91, -0.47, 0.23
, 5.556, -0.92, -0.46, 0.22
, 5.567, -0.91, -0.44, 0.25
, 5.577, -0.90, -0.44, 0.26
, 5.587, -0.90, -0.44, 0.26
, 5.597, -0.90, -0.42, 0.26
, 5.607, -0.90, -0.42, 0.28
, 5.617, -0.90, -0.42, 0.26
, 5.627, -0.89, -0.42, 0.25
, 5.637, -0.90, -0.43, 0.26
, 5.647, -0.89, -0.44, 0.26
, 5.656, -0.90, -0.44, 0.26
, 5.667, -0.90, -0.44, 0.25
, 5.676, -0.90, -0.45, 0.26
, 5.686, -0.90, -0.45, 0.25
, 5.696, -0.91, -0.45, 0.24
, 5.707, -0.91, -0.44, 0.25
, 5.717, -0.90, -0.43, 0.26
, 5.727, -0.91, -0.43, 0.26
, 5.736, -0.90, -0.44, 0.26
, 5.747, -0.90, -0.44, 0.26
, 5.757, -0.90, -0.43, 0.24
, 5.767, -0.89, -0.45, 0.26
, 5.776, -0.90, -0.45, 0.25
, 5.787, -0.90, -0.44, 0.28
, 5.796, -0.89, -0.45, 0.26
, 5.807, -0.90, -0.44, 0.27
, 5.817, -0.91, -0.42, 0.26
, 5.827, -0.92, -0.42, 0.24
, 5.837, -0.92, -0.43, 0.23
, 5.847, -0.94, -0.44, 0.23
, 5.857, -0.92, -0.44, 0.24
, 5.867, -0.93, -0.43, 0.24
, 5.877, -0.93, -0.45, 0.23
, 5.887, -0.95, -0.44, 0.24
, 5.897, -0.94, -0.44, 0.23
, 5.907, -0.93, -0.45, 0.22
, 5.917, -0.94, -0.45, 0.25
, 5.927, -0.92, -0.45, 0.24
, 5.936, -0.91, -0.45, 0.24
, 5.947, -0.91, -0.45, 0.27
, 5.957, -0.91, -0.44, 0.23
, 5.967, -0.92, -0.44, 0.24
, 5.977, -0.91, -0.43, 0.24
, 5.987, -0.91, -0.44, 0.23
, 5.996, -0.90, -0.42, 0.27
, 6.007, -0.90, -0.43, 0.24
, 6.017, -0.90, -0.42, 0.24
, 6.027, -0.92, -0.43, 0.23
, 6.037, -0.92, -0.43, 0.25
, 6.047, -0.92, -0.43, 0.23
, 6.057, -0.92, -0.44, 0.22
, 6.067, -0.91, -0.45, 0.21
, 6.077, -0.91, -0.46, 0.22
, 6.087, -0.92, -0.45, 0.23
, 6.097, -0.92, -0.44, 0.24
, 6.107, -0.91, -0.43, 0.22
, 6.117, -0.92, -0.42, 0.24
, 6.127, -0.90, -0.42, 0.24
, 6.137, -0.91, -0.41, 0.24
, 6.147, -0.92, -0.40, 0.25
, 6.157, -0.92, -0.40, 0.24
, 6.167, -0.91, -0.40, 0.25
, 6.177, -0.91, -0.41, 0.23
, 6.187, -0.92, -0.40, 0.24
, 6.197, -0.92, -0.41, 0.24
, 6.207, -0.93, -0.40, 0.24
, 6.217, -0.94, -0.40, 0.22
, 6.227, -0.94, -0.39, 0.24
, 6.237, -0.94, -0.39, 0.24
, 6.247, -0.95, -0.40, 0.24
, 6.257, -0.96, -0.40, 0.27
, 6.267, -0.95, -0.41, 0.24
, 6.277, -0.96, -0.40, 0.28
, 6.287, -0.97, -0.41, 0.26
, 6.297, -0.96, -0.41, 0.24
, 6.307, -0.95, -0.41, 0.24
, 6.317, -0.94, -0.41, 0.24
, 6.327, -0.94, -0.40, 0.24
, 6.337, -0.94, -0.42, 0.25
, 6.347, -0.94, -0.41, 0.23
, 6.357, -0.94, -0.40, 0.26
, 6.366, -0.95, -0.40, 0.23
, 6.377, -0.95, -0.41, 0.23
, 6.386, -0.95, -0.40, 0.24
, 6.396, -0.94, -0.40, 0.20
, 6.406, -0.94, -0.42, 0.24
, 6.416, -0.94, -0.41, 0.22
, 6.426, -0.94, -0.41, 0.22
, 6.437, -0.94, -0.39, 0.22
, 6.446, -0.92, -0.40, 0.24
, 6.457, -0.92, -0.40, 0.23
, 6.466, -0.91, -0.39, 0.21
, 6.476, -0.90, -0.39, 0.24
, 6.486, -0.91, -0.39, 0.22
, 6.496, -0.90, -0.40, 0.21
, 6.506, -0.92, -0.40, 0.24
, 6.516, -0.92, -0.40, 0.20
, 6.526, -0.92, -0.39, 0.22
, 6.537, -0.92, -0.40, 0.21
, 6.546, -0.92, -0.39, 0.22
, 6.556, -0.91, -0.41, 0.23
, 6.566, -0.92, -0.39, 0.24
, 6.576, -0.92, -0.39, 0.23
, 6.586, -0.92, -0.38, 0.22
, 6.596, -0.91, -0.39, 0.22
, 6.606, -0.92, -0.39, 0.21
, 6.617, -0.92, -0.40, 0.23
, 6.626, -0.92, -0.40, 0.23
, 6.637, -0.93, -0.40, 0.23
, 6.646, -0.93, -0.40, 0.23
, 6.657, -0.94, -0.39, 0.22
